23:34:51.749 > Stop |  | servo turn 90 degree | gripper off
23:44:15.599 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:44:15.719 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:44:15.839 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:44:15.959 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:44:16.079 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:44:16.199 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:44:16.319 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:44:16.439 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:44:16.559 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:44:16.679 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:44:16.799 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:44:16.919 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:44:17.039 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:44:17.159 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:44:17.279 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:44:17.399 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:44:17.519 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:44:17.639 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:44:17.759 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:44:17.879 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:44:17.999 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:44:18.119 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:44:18.239 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:44:18.359 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:44:18.479 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:44:18.599 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:44:18.719 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:44:18.839 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:44:18.959 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:44:19.079 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:44:19.199 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:44:19.319 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:44:19.439 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:44:19.559 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:44:19.679 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:44:19.799 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:44:19.919 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:44:20.039 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:44:20.159 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:44:20.279 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:44:20.399 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:44:20.519 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:44:20.639 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:44:20.759 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:44:20.879 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:44:20.999 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:44:21.119 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:44:21.239 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:44:21.359 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:44:21.479 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:44:21.599 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:44:21.719 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:44:21.839 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:44:21.959 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:44:22.079 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:44:22.199 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:44:22.319 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:44:22.439 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:44:22.559 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:44:22.679 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:44:22.799 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:44:22.919 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:44:23.039 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:44:23.159 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:44:23.279 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:44:23.399 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:44:23.519 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:44:23.639 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:44:23.759 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:44:23.879 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:44:23.999 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:44:24.119 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:44:24.239 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:44:24.359 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:44:24.479 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:44:24.599 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:44:24.719 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:44:24.839 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:44:24.959 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:44:25.079 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:44:25.199 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:44:25.319 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:44:25.439 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:44:25.559 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:44:25.679 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:44:25.799 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:44:25.919 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:44:26.039 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:44:26.159 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:44:26.279 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:44:26.399 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:44:26.519 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:44:26.639 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:44:26.759 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:44:26.879 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:44:26.999 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:44:27.119 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:44:27.239 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:44:27.359 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:44:27.479 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:44:27.599 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:44:27.719 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:44:27.839 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:44:27.959 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:44:28.079 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:44:28.199 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:44:28.319 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:44:28.439 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:44:28.559 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:44:28.679 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:44:28.799 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:44:28.919 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:44:29.039 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:44:29.159 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:44:29.279 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:44:29.399 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:44:29.519 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:44:29.639 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:44:29.759 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:44:29.879 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:44:29.999 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:44:30.119 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:44:30.239 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:44:30.359 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:44:30.479 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:44:30.599 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:44:30.719 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:44:30.839 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:44:30.959 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:44:31.079 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:44:31.199 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:44:31.319 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:44:31.439 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:44:31.559 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:44:31.679 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:44:31.798 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:44:31.919 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:44:32.039 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:44:32.159 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:44:32.279 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:44:32.399 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:44:32.519 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:44:32.639 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:44:32.759 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:44:32.879 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:44:32.999 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:44:33.119 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:44:33.239 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:44:33.359 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:44:33.479 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:44:33.599 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:44:33.719 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:44:33.839 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:44:33.959 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:44:34.079 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:44:34.199 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:44:34.319 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:44:34.439 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:44:34.559 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:44:34.679 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:44:34.799 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:44:34.919 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:44:35.039 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:44:35.159 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:44:35.278 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:44:35.399 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:44:35.519 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:44:35.639 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:44:35.758 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:44:35.879 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:44:35.999 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:44:36.119 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:44:36.239 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:44:36.359 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:44:36.479 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:44:36.599 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:44:36.719 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:44:36.839 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:44:36.959 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:44:37.079 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:44:37.199 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:44:37.318 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:44:37.438 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:44:37.559 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:44:37.679 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:44:37.799 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:44:37.919 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:44:38.039 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:44:38.159 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:44:38.279 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:44:38.399 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:44:38.519 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:44:38.639 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:44:38.759 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:44:38.879 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:44:38.999 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:44:39.119 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:44:39.239 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:44:39.358 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:44:39.478 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:44:39.599 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:44:39.719 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:44:39.839 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:44:39.959 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:44:40.079 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:44:40.198 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:44:40.318 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:44:40.439 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:44:40.558 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:44:40.678 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
